,Compound,Negative,Neutral,Positive,Text,Time Sent,Tweet Count,User
126,0.0,1.0,0.0,0.0,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,Sun Mar 18 23:44:30 +0000 2018,500,CBS
127,0.6514,0.787,0.0,0.213,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,Sun Mar 18 18:05:43 +0000 2018,500,CBS
128,0.1867,0.92,0.0,0.08,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",Sun Mar 18 17:09:53 +0000 2018,500,CBS
129,0.0,1.0,0.0,0.0,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",Sat Mar 17 19:00:02 +0000 2018,500,CBS
130,0.6166,0.839,0.0,0.161,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,Sat Mar 17 17:42:43 +0000 2018,500,CBS
131,0.7096,0.753,0.0,0.247,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,Sat Mar 17 14:00:03 +0000 2018,500,CBS
132,0.296,0.896,0.0,0.104,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,Fri Mar 16 22:53:21 +0000 2018,500,CBS
133,0.0,1.0,0.0,0.0,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",Fri Mar 16 18:15:53 +0000 2018,500,CBS
134,0.6514,0.822,0.0,0.178,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,Fri Mar 16 16:28:40 +0000 2018,500,CBS
135,0.7088,0.763,0.0,0.237,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…",Thu Mar 15 17:54:06 +0000 2018,500,CBS
136,-0.4939,0.766,0.157,0.077,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,Thu Mar 15 17:20:26 +0000 2018,500,CBS
137,0.6514,0.806,0.0,0.194,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,Thu Mar 15 16:42:41 +0000 2018,500,CBS
138,0.6115,0.734,0.0,0.266,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,Thu Mar 15 14:32:16 +0000 2018,500,CBS
139,0.6696,0.781,0.0,0.219,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",Wed Mar 14 19:30:01 +0000 2018,500,CBS
140,0.3612,0.857,0.0,0.143,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",Tue Mar 13 18:48:52 +0000 2018,500,CBS
141,0.539,0.821,0.0,0.179,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",Tue Mar 13 14:15:10 +0000 2018,500,CBS
142,0.2244,0.917,0.0,0.083,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,Mon Mar 12 18:13:28 +0000 2018,500,CBS
143,0.0,1.0,0.0,0.0,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",Mon Mar 12 01:20:43 +0000 2018,500,CBS
144,0.4926,0.883,0.0,0.117,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,Fri Mar 09 22:48:26 +0000 2018,500,CBS
145,0.1275,0.795,0.092,0.113,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",Fri Mar 09 22:24:20 +0000 2018,500,CBS
146,0.4215,0.823,0.0,0.177,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",Fri Mar 09 21:10:21 +0000 2018,500,CBS
147,0.8658,0.553,0.0,0.447,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",Fri Mar 09 18:27:28 +0000 2018,500,CBS
148,0.0,1.0,0.0,0.0,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,Fri Mar 09 16:02:27 +0000 2018,500,CBS
149,0.8625,0.664,0.0,0.336,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,Thu Mar 08 18:00:49 +0000 2018,500,CBS
150,0.4926,0.868,0.0,0.132,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,Thu Mar 08 17:03:04 +0000 2018,500,CBS
151,-0.2023,0.619,0.23,0.15,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",Wed Mar 07 18:39:10 +0000 2018,500,CBS
152,0.0,1.0,0.0,0.0,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",Wed Mar 07 17:06:02 +0000 2018,500,CBS
153,0.6705,0.756,0.0,0.244,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",Tue Mar 06 18:10:59 +0000 2018,500,CBS
154,0.3818,0.833,0.0,0.167,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",Mon Mar 05 22:16:43 +0000 2018,500,CBS
155,0.4404,0.884,0.0,0.116,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",Sun Mar 04 08:05:26 +0000 2018,500,CBS
156,0.0,1.0,0.0,0.0,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",Sat Mar 03 20:55:20 +0000 2018,500,CBS
157,0.7096,0.753,0.0,0.247,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",Fri Mar 02 22:30:01 +0000 2018,500,CBS
158,0.7096,0.718,0.0,0.282,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",Fri Mar 02 20:30:01 +0000 2018,500,CBS
159,0.4939,0.849,0.0,0.151,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",Fri Mar 02 18:45:00 +0000 2018,500,CBS
160,-0.6981,0.79,0.21,0.0,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,Thu Mar 01 18:59:01 +0000 2018,500,CBS
161,0.4547,0.749,0.092,0.159,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",Thu Mar 01 18:12:57 +0000 2018,500,CBS
162,0.8591,0.462,0.0,0.538,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,Thu Mar 01 18:11:50 +0000 2018,500,CBS
163,0.4885,0.615,0.151,0.234,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,Thu Mar 01 18:10:50 +0000 2018,500,CBS
164,0.5994,0.822,0.0,0.178,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",Thu Mar 01 14:36:21 +0000 2018,500,CBS
165,0.7717,0.675,0.0,0.325,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",Thu Mar 01 14:29:20 +0000 2018,500,CBS
166,0.6908,0.725,0.0,0.275,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",Thu Mar 01 14:15:29 +0000 2018,500,CBS
167,0.0,1.0,0.0,0.0,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",Thu Mar 01 13:50:11 +0000 2018,500,CBS
168,0.0,1.0,0.0,0.0,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,Thu Mar 01 01:04:52 +0000 2018,500,CBS
169,0.0,1.0,0.0,0.0,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",Wed Feb 28 19:56:58 +0000 2018,500,CBS
170,0.4404,0.884,0.0,0.116,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",Wed Feb 28 19:08:30 +0000 2018,500,CBS
171,0.5562,0.848,0.0,0.152,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,Tue Feb 27 03:23:47 +0000 2018,500,CBS
172,0.0,1.0,0.0,0.0,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",Mon Feb 26 22:50:32 +0000 2018,500,CBS
173,0.0,1.0,0.0,0.0,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",Mon Feb 26 21:08:30 +0000 2018,500,CBS
174,0.4482,0.895,0.0,0.105,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",Mon Feb 26 19:53:41 +0000 2018,500,CBS
175,0.784,0.734,0.0,0.266,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,Mon Feb 26 18:32:36 +0000 2018,500,CBS
176,0.9359,0.571,0.0,0.429,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,Mon Feb 26 18:20:16 +0000 2018,500,CBS
177,-0.5423,0.816,0.184,0.0,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",Mon Feb 26 16:53:56 +0000 2018,500,CBS
178,0.0,1.0,0.0,0.0,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",Mon Feb 26 16:52:01 +0000 2018,500,CBS
179,0.0,1.0,0.0,0.0,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",Mon Feb 26 16:17:55 +0000 2018,500,CBS
180,0.7644,0.769,0.0,0.231,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",Mon Feb 26 01:12:32 +0000 2018,500,CBS
181,0.0,1.0,0.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,Sun Feb 25 21:51:32 +0000 2018,500,CBS
182,0.0,1.0,0.0,0.0,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",Sun Feb 25 21:51:22 +0000 2018,500,CBS
183,0.5093,0.845,0.0,0.155,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,Fri Feb 23 18:15:40 +0000 2018,500,CBS
184,0.0,1.0,0.0,0.0,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",Thu Feb 22 19:26:52 +0000 2018,500,CBS
185,0.0,1.0,0.0,0.0,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,Wed Feb 21 19:20:04 +0000 2018,500,CBS
186,0.6808,0.752,0.0,0.248,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",Wed Feb 21 18:19:25 +0000 2018,500,CBS
187,0.4404,0.884,0.0,0.116,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",Tue Feb 20 19:55:19 +0000 2018,500,CBS
188,-0.4019,0.881,0.119,0.0,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",Tue Feb 20 17:58:18 +0000 2018,500,CBS
189,0.3612,0.872,0.0,0.128,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,Tue Feb 20 17:39:51 +0000 2018,500,CBS
190,0.6124,0.773,0.0,0.227,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",Sat Feb 17 01:07:20 +0000 2018,500,CBS
191,0.3182,0.892,0.0,0.108,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",Fri Feb 16 18:42:43 +0000 2018,500,CBS
192,0.68,0.752,0.0,0.248,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",Fri Feb 16 17:48:20 +0000 2018,500,CBS
193,0.8619,0.534,0.0,0.466,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,Wed Feb 14 19:23:27 +0000 2018,500,CBS
194,0.0,1.0,0.0,0.0,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",Tue Feb 13 20:03:56 +0000 2018,500,CBS
195,0.7506,0.748,0.0,0.252,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",Tue Feb 13 18:54:52 +0000 2018,500,CBS
196,0.0,1.0,0.0,0.0,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,Mon Feb 12 18:49:45 +0000 2018,500,CBS
197,0.0,1.0,0.0,0.0,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,Mon Feb 12 01:32:33 +0000 2018,500,CBS
198,0.8478,0.696,0.0,0.304,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,Fri Feb 09 00:50:01 +0000 2018,500,CBS
199,-0.5859,0.814,0.186,0.0,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,Thu Feb 08 16:09:35 +0000 2018,500,CBS
200,0.0,1.0,0.0,0.0,Is President Trump's silence on Russian President Vladimir Putin and porn star Stormy Daniels telling?… https://t.co/1kidsp6e4g,Tue Mar 27 11:15:10 +0000 2018,500,CNN
201,-0.5574,0.381,0.371,0.248,Paris police treat murder of Holocaust survivor as anti-Semitic attack https://t.co/6PCyVCPdpS https://t.co/cuz3T6LiKQ,Tue Mar 27 11:00:08 +0000 2018,500,CNN
202,0.0,1.0,0.0,0.0,Here are 5 things you need to know today https://t.co/qRZURBA66J https://t.co/JByDGZBHYI,Tue Mar 27 10:45:05 +0000 2018,500,CNN
203,-0.6369,0.714,0.286,0.0,Photographer Gregor Sailer explores the haunting artifice of fake villages around the world https://t.co/cu4bLm50sI https://t.co/61ssTTUZTy,Tue Mar 27 10:30:07 +0000 2018,500,CNN
204,0.0,1.0,0.0,0.0,Fact-checking Tucker Carlson on diversity in America https://t.co/7S7y05oOBX | Analysis by Ronald Brownstein https://t.co/GZVSCDATFz,Tue Mar 27 10:21:32 +0000 2018,500,CNN
205,-0.8519,0.632,0.368,0.0,Arizona has suspended Uber's self-driving car tests in the state following a fatal crash involving one of the compa… https://t.co/d3y4VVxlno,Tue Mar 27 10:11:06 +0000 2018,500,CNN
206,-0.7783,0.714,0.286,0.0,"A fire that tore through a shopping center killing at least 64 people, including many children, was caused by ""crim… https://t.co/bmW36iQrB9",Tue Mar 27 10:02:01 +0000 2018,500,CNN
207,-0.34,0.862,0.138,0.0,"A Chinese space lab is expected to fall to Earth in ""fiery demise"" within days https://t.co/QJdgdhEm3x https://t.co/MkliVvavxU",Tue Mar 27 09:54:05 +0000 2018,500,CNN
208,0.5106,0.858,0.0,0.142,"There is a strong possibility that North Korean leader Kim Jong Un is in Beijing, an official with deep knowledge o… https://t.co/vYteCRt7L6",Tue Mar 27 09:43:03 +0000 2018,500,CNN
209,0.0,1.0,0.0,0.0,Films with women or minorities in lead roles have led the box office 11 out of 12 weekends this year… https://t.co/cukwL2Lz6Q,Tue Mar 27 09:37:05 +0000 2018,500,CNN
210,0.5106,0.751,0.059,0.19,"The US is showing off its military strength with F-35B fighter jets, Ospreys and warships all off the coast of Japa… https://t.co/4xUliTiSeW",Tue Mar 27 09:26:35 +0000 2018,500,CNN
211,0.0,1.0,0.0,0.0,You may not knead to keep the crust on after all https://t.co/iOb0QZXQSr,Tue Mar 27 09:01:21 +0000 2018,500,CNN
212,0.7956,0.706,0.0,0.294,"""You're these Olympic athletes, you're supposed to be really strong, you're supposed to be really confident.

""I th… https://t.co/XpTSZ6PqmQ",Tue Mar 27 08:47:40 +0000 2018,500,CNN
213,0.0,1.0,0.0,0.0,"The US government is officially investigating Facebook, the Federal Trade Commission confirms… https://t.co/IMeV2fkAK7",Tue Mar 27 08:24:59 +0000 2018,500,CNN
214,-0.2732,0.884,0.116,0.0,"Elliott Broidy, a venture capitalist and fundraiser for US President Donald Trump's 2016 campaign, is suing Qatar,… https://t.co/a6fU8y30fj",Tue Mar 27 08:08:07 +0000 2018,500,CNN
215,0.0,1.0,0.0,0.0,Apple is hosting an education-focused event in Chicago on Tuesday to likely reveal what it believes is the future o… https://t.co/icRtWXGSfe,Tue Mar 27 08:08:04 +0000 2018,500,CNN
216,0.5719,0.802,0.0,0.198,Here are 9 ways to celebrate Prince Harry and Meghan Markle's royal wedding in style https://t.co/VGueCtKURm https://t.co/jO8QhYZ1uz,Tue Mar 27 08:01:01 +0000 2018,500,CNN
217,-0.228,0.904,0.096,0.0,President Donald Trump's blistering tongue and stinging tweets spare almost no one. But there are two blatant excep… https://t.co/tTlPC1beFC,Tue Mar 27 07:57:27 +0000 2018,500,CNN
218,0.0,1.0,0.0,0.0,Is this the world's most luxurious airport? https://t.co/Bi3Awl1ALu via @CNNTravel https://t.co/rkeVjUVlA0,Tue Mar 27 07:51:05 +0000 2018,500,CNN
219,0.1779,0.769,0.1,0.131,"Heineken has pulled an ad with the tagline ""Sometimes lighter is better"" after critics slammed it as racist.… https://t.co/ENY78J1Xw5",Tue Mar 27 07:33:07 +0000 2018,500,CNN
220,-0.0258,0.952,0.048,0.0,"Britain will leave the EU on March 29, 2019 -- but quite what Brexit will entail depends on who you listen to.… https://t.co/Fz1OZjH9cG",Tue Mar 27 07:31:06 +0000 2018,500,CNN
221,0.4215,0.833,0.0,0.167,"Bill Gates tells Nigerian leaders to ""face facts"" so they can make progress https://t.co/CE32gsgzkY https://t.co/sPLRKrvTGX",Tue Mar 27 07:21:52 +0000 2018,500,CNN
222,0.5106,0.752,0.0,0.248,"11,000 years ago, our ancestors survived abrupt climate change https://t.co/pJxWePn95j https://t.co/49pVMxlBWK",Tue Mar 27 07:02:16 +0000 2018,500,CNN
223,0.0,1.0,0.0,0.0,US Army veteran who served two tours in Afghanistan has been deported to Mexico https://t.co/yWoFp27VPQ https://t.co/J16Ez5pYEC,Tue Mar 27 06:45:26 +0000 2018,500,CNN
224,-0.7783,0.714,0.286,0.0,"A fire that tore through a shopping center killing at least 64 people, including many children, was caused by ""crim… https://t.co/oahnrxnX61",Tue Mar 27 06:40:05 +0000 2018,500,CNN
225,-0.4019,0.748,0.252,0.0,Where fat goes when you lose weight https://t.co/msbLdjhJZ7 https://t.co/YS8pKCKdQl,Tue Mar 27 06:31:06 +0000 2018,500,CNN
226,-0.4588,0.864,0.136,0.0,"Russia has threatened retaliation over one of the largest mass expulsions of its diplomats in history, after at lea… https://t.co/3u4T0D78fG",Tue Mar 27 06:21:58 +0000 2018,500,CNN
227,-0.3612,0.865,0.135,0.0,Former President Jimmy Carter sharply criticized President Trump's decision to appoint John Bolton as national secu… https://t.co/74uqRAdZpu,Tue Mar 27 06:16:06 +0000 2018,500,CNN
228,0.0,1.0,0.0,0.0,Meet the 21-year-old journalist making headlines in Pakistan by becoming the country's first transgender news ancho… https://t.co/CzmkA0BKE6,Tue Mar 27 06:13:04 +0000 2018,500,CNN
229,-0.25,0.867,0.133,0.0,How the Parkland students pulled off a massive national protest in only 5 weeks https://t.co/lmACzB1I6j https://t.co/W3dr1YL2LN,Tue Mar 27 06:01:05 +0000 2018,500,CNN
230,0.5106,0.858,0.0,0.142,"There is a strong possibility that North Korean leader Kim Jong Un is in Beijing, an official with deep knowledge o… https://t.co/3v5dZlKuiW",Tue Mar 27 05:58:01 +0000 2018,500,CNN
231,-0.8519,0.632,0.368,0.0,Arizona has suspended Uber's self-driving car tests in the state following a fatal crash involving one of the compa… https://t.co/2Q23dCIEoF,Tue Mar 27 05:54:52 +0000 2018,500,CNN
232,0.0,1.0,0.0,0.0,Films with women or minorities in lead roles have led the box office 11 out of 12 weekends this year… https://t.co/YjxkpVbYno,Tue Mar 27 05:46:04 +0000 2018,500,CNN
233,0.34,0.897,0.0,0.103,Heavy security in Beijing and the presence of what appears to be a train that belongs to North Korea's ruling Kim f… https://t.co/p5qYYp11ZC,Tue Mar 27 05:43:10 +0000 2018,500,CNN
234,0.0,1.0,0.0,0.0,Is Kim Jong Un in China? https://t.co/IwENutQIvK https://t.co/d3WKCoRLNK,Tue Mar 27 05:33:26 +0000 2018,500,CNN
235,0.5994,0.766,0.0,0.234,"Through his foundation, former President Barack Obama says he hopes to ""create a hundred, or a thousand, or a milli… https://t.co/iOncd1OfBZ",Tue Mar 27 05:31:05 +0000 2018,500,CNN
236,-0.5423,0.829,0.171,0.0,Most Americans already thought Trump was a cheater before the Stormy Daniels interview | Analysis by CNN's Harry En… https://t.co/hXbuiIZ7SV,Tue Mar 27 05:16:03 +0000 2018,500,CNN
237,0.3919,0.883,0.0,0.117,"Draylen Mason never knew it, but he had been accepted into the prestigous Oberlin Conservatory of Music before he w… https://t.co/RuMOpPpKgG",Tue Mar 27 05:01:06 +0000 2018,500,CNN
238,0.0,1.0,0.0,0.0,Thousands of new voters signed up during the March for Our Lives https://t.co/47UGsv6GJo https://t.co/0TVLMntqzg,Tue Mar 27 04:46:01 +0000 2018,500,CNN
239,0.0772,0.804,0.09,0.106,"A strange and unsettling sight greeted passersby in central London: Life-sized sculptures of 84 men, perched on the… https://t.co/Z7Dz6vQafa",Tue Mar 27 04:31:06 +0000 2018,500,CNN
240,0.3612,0.884,0.0,0.116,An animation of Parkland shooting survivor Emma Gonzalez ripping the US Constitution in two went viral on social me… https://t.co/jP5BOxyDp5,Tue Mar 27 04:16:53 +0000 2018,500,CNN
241,0.5574,0.865,0.0,0.135,"Linda Brown, who as a little girl was at the center of the Brown v. Board of Education US Supreme Court case that e… https://t.co/UXmRqOXOF8",Tue Mar 27 04:01:06 +0000 2018,500,CNN
242,0.0,1.0,0.0,0.0,The prices of the 20 most commonly prescribed brand-name drugs for seniors have risen nearly 10 times more than the… https://t.co/NQ06iLNMro,Tue Mar 27 03:46:05 +0000 2018,500,CNN
243,0.0,1.0,0.0,0.0,"Sources tell CNN that Interior Secretary Ryan Zinke has repeatedly said he won’t focus on diversity, making comment… https://t.co/HK2Z6voCew",Tue Mar 27 03:31:03 +0000 2018,500,CNN
244,0.0,1.0,0.0,0.0,"The US government is officially investigating Facebook, the Federal Trade Commission confirms… https://t.co/NJDe2qH2aa",Tue Mar 27 03:16:03 +0000 2018,500,CNN
245,-0.2732,0.861,0.139,0.0,President Trump writes a letter to the family of Parkland victim Meadow Pollack https://t.co/DRsYlRLZGX https://t.co/Cr0Y7UYYai,Tue Mar 27 03:01:03 +0000 2018,500,CNN
246,-0.34,0.862,0.138,0.0,"A Chinese space lab is expected to fall to Earth in ""fiery demise"" within days https://t.co/lh4pE8Dva5 https://t.co/A5mTouVLbB",Tue Mar 27 02:46:04 +0000 2018,500,CNN
247,0.0,1.0,0.0,0.0,"In her first trip to New York's capital since announcing her gubernatorial campaign, actress Cynthia Nixon referred… https://t.co/53mH9H8o4g",Tue Mar 27 02:31:06 +0000 2018,500,CNN
