,Compound,Negative,Neutral,Positive,Text,Time Sent,Tweet Count,User
376,0.4939,0.856,0.0,0.144,John Sununu: “The president is… trying to reduce trade imbalance by a hundred billion dollars. If he succeeds in th… https://t.co/Cdf9Blue50,Tue Mar 27 05:00:00 +0000 2018,500,FoxNews
377,-0.6705,0.621,0.379,0.0,Mother and sister of fallen Indiana deputy attacked at courthouse https://t.co/flQvdAKuDr,Tue Mar 27 04:55:00 +0000 2018,500,FoxNews
378,0.0,1.0,0.0,0.0,"#Trump orders expulsion of dozens of Russian diplomats, closure of consulate in Seattle https://t.co/6odgJORvY1 https://t.co/QUHmDaXXhg",Tue Mar 27 04:50:00 +0000 2018,500,FoxNews
379,0.0,1.0,0.0,0.0,"Trump fundraiser sues Qatar, lobbyists over email hack https://t.co/GcByILm4Yn",Tue Mar 27 04:45:00 +0000 2018,500,FoxNews
380,-0.3818,0.867,0.133,0.0,"Troy Edgar, Mayor of Los Alamitos: “When [California] passed the sanctuary law, this law basically conflicts direct… https://t.co/SG9iATUsxR",Tue Mar 27 04:40:00 +0000 2018,500,FoxNews
381,0.765,0.68,0.0,0.32,Giant great white shark caught on camera circling Florida man's boat: 'It was like a movie' https://t.co/5XTh6EOQ4u,Tue Mar 27 04:35:00 +0000 2018,500,FoxNews
382,0.0,1.0,0.0,0.0,Marine's 2-year-old brother takes his place in girlfriend's prom photos https://t.co/flyW7M3PZP https://t.co/L4m8tUOmJX,Tue Mar 27 04:30:00 +0000 2018,500,FoxNews
383,0.0,1.0,0.0,0.0,Stormy Daniels files defamation suit against #Trump attorney Michael Cohen https://t.co/ksOxVLUgfK,Tue Mar 27 04:25:00 +0000 2018,500,FoxNews
384,0.0,1.0,0.0,0.0,Stuart Varney: “President Trump has a consistent style. He negotiates…and that’s exactly what he’s done with China.… https://t.co/RdatgwOGW9,Tue Mar 27 04:20:00 +0000 2018,500,FoxNews
385,-0.5267,0.805,0.195,0.0,"Orlando nightclub shooter's father, an FBI informant, brushed off son's terror comments, agent says https://t.co/4IY9TRdpMJ",Tue Mar 27 04:15:00 +0000 2018,500,FoxNews
386,0.0,1.0,0.0,0.0,".@dbongino: ""@TheJusticeDept and the @FBI are not unaccountable."" https://t.co/pDrgdveYKe",Tue Mar 27 04:10:00 +0000 2018,500,FoxNews
387,0.0,1.0,0.0,0.0,Parkland student Kasky bows out of debate with Kashuv https://t.co/QKZgDtu2Eq,Tue Mar 27 04:05:00 +0000 2018,500,FoxNews
388,0.024,0.774,0.111,0.116,.@CharlesHurt: “The wall alone is one of the most important parts of the Trump agenda.” https://t.co/OKvFqfZS5E,Tue Mar 27 04:01:00 +0000 2018,500,FoxNews
389,0.6808,0.641,0.0,0.359,Barack Obama Hopes for a 'Million Young Obamas' to Lead 'Human Progress' https://t.co/0PMgPRicNj,Tue Mar 27 03:52:57 +0000 2018,500,FoxNews
390,-0.6124,0.778,0.222,0.0,"American who escaped Al Qaeda captivity says FBI, under Mueller and Comey, betrayed him https://t.co/gA8TqBGZu9",Tue Mar 27 03:34:34 +0000 2018,500,FoxNews
391,-0.4019,0.658,0.226,0.115,.@gen_jackkeane on countries expelling Russian diplomats: “What I’m hoping is it thickens the spine of these weak E… https://t.co/cRSbHH19gs,Tue Mar 27 03:23:46 +0000 2018,500,FoxNews
392,-0.0516,0.76,0.124,0.116,"""Everything that could go wrong was shutting down inside of me.”

Rocker @alicecooper, who says he  saw his good fr… https://t.co/SHiK4jIc5D",Tue Mar 27 03:15:00 +0000 2018,500,FoxNews
393,-0.6249,0.76,0.24,0.0,"Harry Kazianis: ""I think @AmbJohnBolton is North Korea and China's worst nightmare."" @IngrahamAngle https://t.co/rmTw17OLsZ",Tue Mar 27 03:05:47 +0000 2018,500,FoxNews
394,0.5267,0.746,0.0,0.254,Dow posts biggest one-day point gain since 2008 (via @FoxBusiness) https://t.co/PO1YTuSOm1,Tue Mar 27 03:05:00 +0000 2018,500,FoxNews
395,0.0,1.0,0.0,0.0,"Gordon Chang: ""China does control North Korea. When China really wants something, they get it."" @IngrahamAngle https://t.co/ihhf2V5t2N",Tue Mar 27 03:00:38 +0000 2018,500,FoxNews
396,0.4404,0.861,0.0,0.139,".@KimStrassel: ""This is why Republicans have always led on trade policy, which is a good thing, because Democrats a… https://t.co/CVmtveCIYT",Tue Mar 27 02:47:47 +0000 2018,500,FoxNews
397,-0.6124,0.783,0.217,0.0,"David Bossie: ""Tough talk— talking about tariffs, talking about ending these bad trade deals, is what is getting us… https://t.co/bAOtw6VySu",Tue Mar 27 02:42:24 +0000 2018,500,FoxNews
398,0.0,1.0,0.0,0.0,"Austan Goolsbee: ""They had a record-setting day on the stock market today, precisely because @realDonaldTrump is no… https://t.co/pROIYPZzQe",Tue Mar 27 02:34:54 +0000 2018,500,FoxNews
399,-0.25,0.905,0.095,0.0,".@IngrahamAngle: ""On trade, let's remember, the @POTUS has stood on principle. He stuck to his guns, and he complet… https://t.co/sD6CWxzd3G",Tue Mar 27 02:28:26 +0000 2018,500,FoxNews
400,0.7717,0.712,0.0,0.288,"Eight years ago, the United States and Russia agreed to a spy swap that sent a Russian double agent to safety in Br… https://t.co/5Dv7DOef5y",Tue Mar 27 11:16:02 +0000 2018,500,nytimes
401,-0.4588,0.842,0.158,0.0,"The former dean of Michigan State University’s medical school, who supervised the disgraced physician Lawrence Nass… https://t.co/zvJMTgrnB7",Tue Mar 27 11:00:12 +0000 2018,500,nytimes
402,-0.2023,0.917,0.083,0.0,"Within 30 seconds of arriving, Deputy Brewer had exited his car, confronted a man in the street whose pants were ar… https://t.co/LzNamOCMQf",Tue Mar 27 10:45:04 +0000 2018,500,nytimes
403,0.34,0.876,0.0,0.124,"The 2020 census will ask respondents whether they are U.S. citizens, the Commerce Department announced, agreeing to… https://t.co/zz1aqLKqAT",Tue Mar 27 10:30:04 +0000 2018,500,nytimes
404,0.0,1.0,0.0,0.0,A video that appeared to show the arrival in Beijing of an old-style green train fueled speculation that a high-lev… https://t.co/nB2RJVVDYe,Tue Mar 27 10:16:05 +0000 2018,500,nytimes
405,0.0,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/C4v9hpi3Ye https://t.co/QLK2dlg5qA,Tue Mar 27 10:00:18 +0000 2018,500,nytimes
406,-0.5267,0.825,0.175,0.0,"Others have come at President Trump with indignation, righteousness and appeals to decency. Stormy Daniels swatted… https://t.co/iq3gZcZzNd",Tue Mar 27 09:55:11 +0000 2018,500,nytimes
407,0.0,1.0,0.0,0.0,"""She called me at 4:11 p.m. the last time and told me that everything was in flames, and that the doors were blocke… https://t.co/T2XmtaoKxp",Tue Mar 27 09:30:02 +0000 2018,500,nytimes
408,-0.8519,0.484,0.401,0.114,"A woman who survived the Holocaust was murdered in Paris, in what the authorities are calling a hate crime https://t.co/PCfeDQFPrz",Tue Mar 27 09:16:02 +0000 2018,500,nytimes
409,-0.4767,0.866,0.134,0.0,"After 61 weeks in the White House, President Trump has found 2 people he won’t attack on Twitter: Stormy Daniels an… https://t.co/5VpaR8vviN",Tue Mar 27 08:59:03 +0000 2018,500,nytimes
410,-0.6249,0.779,0.221,0.0,"China's first space station, Tiangong-1, abandoned and out of control, is expected to drop out of orbit around this… https://t.co/IURCPOQDHv",Tue Mar 27 08:46:08 +0000 2018,500,nytimes
411,-0.5859,0.84,0.16,0.0,"RT @nytimesworld: To Europeans, the brazen poisoning of a former Russian spy and his daughter in Salisbury, England, crossed a line. That h…",Tue Mar 27 08:30:11 +0000 2018,500,nytimes
412,0.0258,0.942,0.0,0.058,"The main Brexit campaign in the referendum on Britain’s EU membership funneled more than $900,000 to a puppet organ… https://t.co/9Vzlfx7fHr",Tue Mar 27 08:14:03 +0000 2018,500,nytimes
413,-0.2023,0.766,0.131,0.102,President Trump has stayed in touch with Rob Porter and has told some advisers he hopes Porter returns to work in t… https://t.co/AM9RjUNwtB,Tue Mar 27 08:02:01 +0000 2018,500,nytimes
414,0.4939,0.814,0.0,0.186,A sprawling exhibition in Amsterdam looks at how a fascination with Japan shaped van Gogh's work https://t.co/1kMpdRcvCs,Tue Mar 27 07:47:05 +0000 2018,500,nytimes
415,0.128,0.923,0.0,0.077,"“The world’s patience is rather wearing thin with President Putin and his actions,” said the British defense secret… https://t.co/mfKxquWuau",Tue Mar 27 07:32:02 +0000 2018,500,nytimes
416,0.0,1.0,0.0,0.0,"RT @meslackman: All roads may lead to Rome, but when you get here the mean streets and wrecked pavements will puncture your tires, break yo…",Tue Mar 27 07:18:01 +0000 2018,500,nytimes
417,-0.4019,0.816,0.184,0.0,The Ethicist: Must I Tell My Boss I’m Absent Because of Mental Illness? https://t.co/OmG8vR4vhG,Tue Mar 27 07:11:35 +0000 2018,500,nytimes
418,0.5267,0.812,0.0,0.188,The Getty Conservation Institute helps solve the mystery of brown spots in King Tut’s burial chamber once and for a… https://t.co/z1b0IMpWFl,Tue Mar 27 07:02:03 +0000 2018,500,nytimes
419,-0.7906,0.733,0.267,0.0,RT @JanePerlez: Our story on five North Korean defectors who went missing. They pledged to take poison if caught. Did they? Or are they ins…,Tue Mar 27 06:32:02 +0000 2018,500,nytimes
420,-0.0772,0.812,0.1,0.089,"RT @nytopinion: If Bolton and Trump rip up the Iran deal, they will be giving the U.S. what it needs least: international isolation. https:…",Tue Mar 27 06:02:05 +0000 2018,500,nytimes
421,0.7003,0.766,0.0,0.234,"It's pretty clear how birds, even dinosaurs, got their wings. But how insects got theirs has been a mystery -- unti… https://t.co/AFhD1V40xi",Tue Mar 27 05:41:02 +0000 2018,500,nytimes
422,-0.296,0.901,0.099,0.0,Villanova's team chaplain wants no part of a rivalry with Sister Jean. “As someone who is a product of 16 years of… https://t.co/Q3LX3bNNVk,Tue Mar 27 05:21:03 +0000 2018,500,nytimes
423,-0.7964,0.738,0.262,0.0,"RT @NYTHealth: Dr. John Cacioppo, who bridged biology and psychology in exploring the health effects of loneliness, is dead at 66 https://t…",Tue Mar 27 05:02:02 +0000 2018,500,nytimes
424,-0.4939,0.856,0.144,0.0,"The mass expulsion of Russian personnel stationed in the U.S. was the largest ever, eclipsing even the darkest days… https://t.co/XGBpNxeOv1",Tue Mar 27 04:41:07 +0000 2018,500,nytimes
425,0.7269,0.679,0.0,0.321,"Chris Evans makes his Broadway debut in the astutely acted revival of Kenneth Lonergan’s play, ""Lobby Hero"" https://t.co/LIgBAWJ6B1",Tue Mar 27 04:21:02 +0000 2018,500,nytimes
426,0.0,1.0,0.0,0.0,"Despite Concerns, Census Will Ask Respondents if They Are U.S. Citizens https://t.co/DvsNaOwgfr",Tue Mar 27 04:09:38 +0000 2018,500,nytimes
427,-0.5267,0.658,0.246,0.096,A new EPA policy proposal championed by Scott Pruitt would severely restrict the scientific research the agency can… https://t.co/gSQiVxJlT2,Tue Mar 27 04:02:01 +0000 2018,500,nytimes
428,0.5423,0.653,0.06,0.286,New Orleans Saints cheerleaders have to leave a restaurant if a player comes in. A cheerleader is challenging such… https://t.co/R7WrFuUp0z,Tue Mar 27 03:47:05 +0000 2018,500,nytimes
429,-0.3182,0.897,0.103,0.0,"Uber was ordered to suspend testing of its autonomous vehicles on Arizona roads, 8 days after one of its cars struc… https://t.co/MsnkgMhRco",Tue Mar 27 03:32:04 +0000 2018,500,nytimes
430,0.1531,0.826,0.074,0.099,"RT @NYTMetro: Federal authorities charged Keith Raniere, the head of the Albany-area group Nxivm, with forcing women to engage in sex. http…",Tue Mar 27 03:17:03 +0000 2018,500,nytimes
431,0.0,1.0,0.0,0.0,The “60 Minutes” interview of Stormy Daniels garnered the highest ratings for the program in almost a decade https://t.co/vZoIYm3ugi,Tue Mar 27 03:02:05 +0000 2018,500,nytimes
432,0.296,0.814,0.0,0.186,"Medical societies and leading neurologists strongly endorse a treatment for stroke, but some ER physicians believe… https://t.co/v9BzB78wi1",Tue Mar 27 02:47:05 +0000 2018,500,nytimes
433,-0.6908,0.759,0.241,0.0,The Stormy Daniels saga and White House turmoil: Some Republicans fear that the midterm elections will be swayed by… https://t.co/VV8P6AYboK,Tue Mar 27 02:32:02 +0000 2018,500,nytimes
434,-0.0757,0.779,0.117,0.104,RT @NYTScience: There's an 8.5-ton space station that will crash on Earth somewhere in the next week. Don't worry. https://t.co/x5r8BsFXpz,Tue Mar 27 02:17:02 +0000 2018,500,nytimes
435,-0.5267,0.707,0.212,0.082,"Can Defense Secretary Jim Mattis hold the line in President Trump’s ""war cabinet""? https://t.co/28JV7ODldJ https://t.co/5QMTVB2715",Tue Mar 27 02:02:03 +0000 2018,500,nytimes
436,0.0,1.0,0.0,0.0,"Tess will spend the next 2 years, at least, scanning the sky for alien worlds https://t.co/uqiiZ7TKcT",Tue Mar 27 01:47:02 +0000 2018,500,nytimes
437,-0.1027,0.772,0.102,0.126,We have resolved an issue that caused some links to return a page not found on mobile devices. We apologize for the inconvenience.,Tue Mar 27 01:31:03 +0000 2018,500,nytimes
438,0.2732,0.896,0.0,0.104,RT @nytopinion: E.P.A Administrator Scott Pruitt wants to prohibit his agency from using certain peer-reviewed scientific studies in order…,Tue Mar 27 01:21:03 +0000 2018,500,nytimes
439,0.0,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/PGHd4PlLBN,Tue Mar 27 01:02:07 +0000 2018,500,nytimes
440,-0.2023,0.766,0.131,0.102,President Trump has stayed in touch with Rob Porter and has told some advisers he hopes Porter returns to work in t… https://t.co/1be8txo0YB,Tue Mar 27 00:47:04 +0000 2018,500,nytimes
441,0.0,1.0,0.0,0.0,"Investigators believe a man in Arizona was distributing performance-enhancing drugs on a massive, global scale, yet… https://t.co/oEHmWEZaWQ",Tue Mar 27 00:32:03 +0000 2018,500,nytimes
442,0.5267,0.812,0.0,0.188,The Getty Conservation Institute helps solve the mystery of brown spots in King Tut’s burial chamber once and for a… https://t.co/HstzedLBAa,Tue Mar 27 00:17:05 +0000 2018,500,nytimes
443,-0.5574,0.735,0.265,0.0,RT @maggieNYT: NEWS: Trump Talks of Bringing Back Rob Porter  https://t.co/1BleAd2VZN,Tue Mar 27 00:02:02 +0000 2018,500,nytimes
444,0.5106,0.645,0.0,0.355,"Villanova has a beloved team chaplain, too https://t.co/cMje3sdrCj",Mon Mar 26 23:47:06 +0000 2018,500,nytimes
445,-0.8957,0.565,0.435,0.0,"RT @nytimesworld: She escaped a 1942 roundup of Jews in Paris, and died in a 2018 hate crime https://t.co/bwlI9EawZ1",Mon Mar 26 23:32:04 +0000 2018,500,nytimes
446,-0.5574,0.833,0.167,0.0,Linda Brown has died. The Kansas schoolgirl came to symbolize the transformative Brown v. Board of Education desegr… https://t.co/a0bJJfESbP,Mon Mar 26 23:17:04 +0000 2018,500,nytimes
447,0.0,1.0,0.0,0.0,Planning a trip to Memphis? Here's what you should bring. https://t.co/mXqFo0yzG6,Mon Mar 26 23:02:04 +0000 2018,500,nytimes
448,0.0,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/FmmZKTkugK,Mon Mar 26 22:45:06 +0000 2018,500,nytimes
449,-0.1531,0.708,0.179,0.113,"“This is a deplorable way to treat a veteran who risked his life in combat for our nation,” Senator Tammy Duckworth… https://t.co/GNFXVeadzt",Mon Mar 26 22:32:03 +0000 2018,500,nytimes
450,0.4939,0.814,0.0,0.186,A sprawling exhibition in Amsterdam looks at how a fascination with Japan shaped van Gogh's work https://t.co/bdRjmcrJEl,Mon Mar 26 22:17:03 +0000 2018,500,nytimes
451,0.6124,0.639,0.086,0.274,"RT @jeligon: .@es_snipes fought vigorously for black lives. What did the movement do to support her? Not enough, friends say. https://t.co/…",Mon Mar 26 21:47:02 +0000 2018,500,nytimes
452,0.5859,0.789,0.0,0.211,Here's how to create your own support system when you don't have a spouse or kids to fall back on https://t.co/OtWwllbDnF,Mon Mar 26 21:32:07 +0000 2018,500,nytimes
453,-0.3818,0.874,0.126,0.0,One NYT reader's reaction to President Trump expelling 60 Russians and closing a consulate in response to the poiso… https://t.co/LQXzs3DbW7,Mon Mar 26 21:17:06 +0000 2018,500,nytimes
454,0.0,1.0,0.0,0.0,"RT @poniewozik: The new Roseanne has its limits, but it's a revival with more reason for existing than ""Eh, why not?"" https://t.co/jKTC30dG…",Mon Mar 26 21:00:13 +0000 2018,500,nytimes
455,-0.34,0.902,0.098,0.0,"RT @NYTScience: Sometime in the next week, a 9.4-ton Chinese space station is expected to come hurtling back to earth. But you probably hav…",Mon Mar 26 20:50:05 +0000 2018,500,nytimes
456,-0.8225,0.636,0.364,0.0,A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally trippi… https://t.co/Y33509wC43,Mon Mar 26 20:41:03 +0000 2018,500,nytimes
457,0.0,1.0,0.0,0.0,The lawyer for the Pulse gunman’s widow wants the case against her thrown out after it was revealed that the gunman… https://t.co/ddOF0vInOO,Mon Mar 26 20:30:05 +0000 2018,500,nytimes
458,0.0,1.0,0.0,0.0,"The “60 Minutes” interview of Stormy Daniels drew 22 million viewers, more than this year’s Grammys (19.8 million)… https://t.co/eaq4o6bsAY",Mon Mar 26 20:20:05 +0000 2018,500,nytimes
459,0.5267,0.793,0.0,0.207,"Review: ""Angels in America,"" starring Andrew Garfield and Nathan Lane, is ""flat-out fabulous"" https://t.co/QNh39X6QwQ",Mon Mar 26 20:10:03 +0000 2018,500,nytimes
460,0.0,1.0,0.0,0.0,"RT @nytimesarts: The diverse and strongly-reviewed ""One Day at a Time"" has been renewed for a third season on Netflix https://t.co/A9Rjr0qd…",Mon Mar 26 19:50:01 +0000 2018,500,nytimes
461,0.5423,0.653,0.06,0.286,New Orleans Saints cheerleaders have to leave a restaurant if a player comes in. A cheerleader is challenging such… https://t.co/PUJaP3jtoZ,Mon Mar 26 19:40:04 +0000 2018,500,nytimes
462,0.0,1.0,0.0,0.0,RT @poniewozik: Stormy Daniels spanked Donald Trump with a network newsmagazine. https://t.co/prQASw7buB,Mon Mar 26 19:30:05 +0000 2018,500,nytimes
463,-0.5267,0.855,0.145,0.0,The Democratic primary for governor may be less than a week old but the battle between Gov. Cuomo and Cynthia Nixon… https://t.co/7JGUwM3CeI,Mon Mar 26 19:20:01 +0000 2018,500,nytimes
464,-0.7003,0.756,0.244,0.0,Some of the children trapped by the fire sent farewell messages through their social media accounts. Many were repo… https://t.co/yzbFWU01nz,Mon Mar 26 19:10:03 +0000 2018,500,nytimes
465,0.296,0.879,0.0,0.121,RT @bydanielvictor: Here's what the Saints require cheerleaders to do to “protect” themselves from players  https://t.co/61MXS7G0kS https:/…,Mon Mar 26 19:03:10 +0000 2018,500,nytimes
466,0.0,1.0,0.0,0.0,Is Kim Jong-un visiting China? A video that appears to show an old-style green train arriving in Beijing is fueling… https://t.co/tUiZEF9TtH,Mon Mar 26 19:00:09 +0000 2018,500,nytimes
467,0.0,1.0,0.0,0.0,"Facebook’s privacy practices are being investigated by the Federal Trade Commission, the government agency confirmed https://t.co/EOcXizO8l4",Mon Mar 26 18:44:40 +0000 2018,500,nytimes
468,-0.7003,0.784,0.216,0.0,"RT @nytopinion: A bill in Ohio would ban all abortions, full stop. It's part of a larger strategy to make abortions impossible to obtain fo…",Mon Mar 26 18:30:06 +0000 2018,500,nytimes
469,0.4939,0.738,0.0,0.262,How to care for your skin — while you sleep https://t.co/uoXLBtptOT,Mon Mar 26 18:20:04 +0000 2018,500,nytimes
470,0.7263,0.568,0.136,0.296,"RT @TimHerrera: Hearing — and giving — criticism is super hard! Here's why that is, and some ideas to make it go down easier  https://t.co/…",Mon Mar 26 18:10:07 +0000 2018,500,nytimes
471,-0.5574,0.69,0.31,0.0,"You know Sister Jean. Meet Father Rob.
https://t.co/B7m8sZnhju https://t.co/eG4Yo2LcQS",Mon Mar 26 18:00:19 +0000 2018,500,nytimes
472,-0.4767,0.866,0.134,0.0,"After 61 weeks in the White House, President Trump has found 2 people he won’t attack on Twitter: Stormy Daniels an… https://t.co/31KHgrUsMn",Mon Mar 26 17:50:07 +0000 2018,500,nytimes
473,-0.5423,0.783,0.166,0.051,"RT @jeligon: Erica Garner. MarShawn McCarrel. Darren Seals. Muhiyidin Moye. Edward Crawford. Black Lives Matter activists have died young,…",Mon Mar 26 17:40:05 +0000 2018,500,nytimes
474,-0.4019,0.803,0.197,0.0,What we know (and don’t know) about how to lose weight https://t.co/t1b13HuoVg,Mon Mar 26 17:30:03 +0000 2018,500,nytimes
475,-0.3818,0.874,0.126,0.0,"14 European nations joined the U.S. and Canada in expelling scores of Russian diplomats. They include Germany, Fran… https://t.co/GF3XQdxSO6",Mon Mar 26 17:20:10 +0000 2018,500,nytimes
476,0.4404,0.868,0.0,0.132,"Louis Vuitton’s new artistic director for men’s wear is Virgil Abloh, a creative director for Kanye West who will b… https://t.co/MrunGSyo65",Mon Mar 26 17:10:13 +0000 2018,500,nytimes
477,0.3818,0.773,0.055,0.173,"RT @EnnisNYT: “If a Saints cheerleader enters a restaurant and a player is already there, she must leave. If a cheerleader is in a restaura…",Mon Mar 26 17:00:05 +0000 2018,500,nytimes
478,0.0,1.0,0.0,0.0,"Meet Tess, seeker of alien worlds https://t.co/oHJWlGO1Rl https://t.co/8mxz1duFIt",Mon Mar 26 16:50:10 +0000 2018,500,nytimes
479,-0.5267,0.825,0.175,0.0,"Others have come at President Trump with indignation, righteousness and appeals to decency. Stormy Daniels swatted… https://t.co/CfNLtGFM7E",Mon Mar 26 16:40:08 +0000 2018,500,nytimes
480,0.4019,0.837,0.0,0.163,"RT @nytgraphics: In the upcoming midterm elections, the math favors the Democrats: 41 competitive House seats are held by Republicans, 7 by…",Mon Mar 26 16:30:11 +0000 2018,500,nytimes
481,-0.4118,0.744,0.182,0.074,"A grocery war is raging across the United States. At stake is not only the price of toothpaste and bananas, but the… https://t.co/QgbM6XsJsS",Mon Mar 26 16:20:08 +0000 2018,500,nytimes
482,-0.4588,0.875,0.125,0.0,"Stormy Daniels told ""60 Minutes"" that in 2011 a man threatened her if she spoke of her affair with Donald Trump. He… https://t.co/bRwDEto0DI",Mon Mar 26 16:10:07 +0000 2018,500,nytimes
483,0.6124,0.826,0.0,0.174,"RT @kimseverson: Marijuana is coming to a tiny, dying Southern town and @RichardFausset writes about it brilliantly. (You'll learn a lot ab…",Mon Mar 26 16:00:20 +0000 2018,500,nytimes
484,0.4215,0.865,0.0,0.135,"Remington, one of the oldest firearm manufacturers in the United States, has filed for bankruptcy amid mounting deb… https://t.co/ISZZI0Dy5c",Mon Mar 26 15:50:09 +0000 2018,500,nytimes
485,0.0,1.0,0.0,0.0,The Trump administration appears to be using steel and aluminum tariffs as a bargaining chip in trade negotiations.… https://t.co/uzd6BHtlAY,Mon Mar 26 15:40:04 +0000 2018,500,nytimes
486,-0.5267,0.769,0.167,0.064,Jim Mattis was dismissed as a warmonger during the Obama presidency. Now the defense secretary may be the only reli… https://t.co/E3PzoTetXn,Mon Mar 26 15:30:11 +0000 2018,500,nytimes
487,-0.5574,0.854,0.146,0.0,"RT @lauriegnyt: In the Philippines, divorce is illegal. The result? Many don’t marry at all. Mistresses are common. Women can’t remarry eve…",Mon Mar 26 15:20:04 +0000 2018,500,nytimes
488,-0.7184,0.76,0.24,0.0,"At least 64 people, many of them children, died when a fire burned through a shopping mall in the Siberian city of… https://t.co/qk5RExZOCt",Mon Mar 26 15:10:09 +0000 2018,500,nytimes
489,0.0,1.0,0.0,0.0,"In Opinion

Op-Ed contributor @krista_r_burton writes: ""Why do people perform their relationships online? Who is it… https://t.co/Zk3OFBGJVd",Mon Mar 26 15:00:32 +0000 2018,500,nytimes
490,0.0,1.0,0.0,0.0,"Making the dogs of ""Isle of Dogs"" https://t.co/AFMZN3lboV",Mon Mar 26 14:44:01 +0000 2018,500,nytimes
491,-0.128,0.927,0.073,0.0,"The U.S. military carried out its first ever drone strike against Qaeda militants in southern Libya this weekend, s… https://t.co/v4vXQHVWiv",Mon Mar 26 14:30:08 +0000 2018,500,nytimes
492,0.0,1.0,0.0,0.0,"In Opinion

Op-Ed contributor @KadriLiik writes: ""Patriotic hackers"" or ""patriotic trolls"" can act independently, b… https://t.co/PAkoNOwnhQ",Mon Mar 26 14:16:04 +0000 2018,500,nytimes
493,-0.2263,0.853,0.147,0.0,"Photos from the ""March for Our Lives"" protests around the world https://t.co/F3RzR8XKv5",Mon Mar 26 14:00:17 +0000 2018,500,nytimes
494,-0.7184,0.714,0.286,0.0,"Along with the long hours, constant confrontation and frequent heartbreak they experience, activists work for littl… https://t.co/CDGkmORA79",Mon Mar 26 13:45:09 +0000 2018,500,nytimes
495,-0.4215,0.826,0.174,0.0,"The expulsions are the toughest action taken against the Kremlin by President Trump, who has been criticized for no… https://t.co/aoAH6cBPlF",Mon Mar 26 13:30:02 +0000 2018,500,nytimes
496,-0.6774,0.557,0.443,0.0,Why it's so hard to hear negative feedback https://t.co/qsrGlmRdjL,Mon Mar 26 13:15:06 +0000 2018,500,nytimes
497,-0.7003,0.746,0.254,0.0,Breaking News: President Trump expelled 60 Russians and closed a consulate in response to the poisoning of an ex-sp… https://t.co/7e9m5e6jJ0,Mon Mar 26 13:05:43 +0000 2018,500,nytimes
498,0.0,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/zMGebRtRjr https://t.co/FKDXtWtmIB,Mon Mar 26 13:00:23 +0000 2018,500,nytimes
499,0.3034,0.895,0.0,0.105,"RT @NYTSports: EXCLUSIVE: The story of the man who, investigators say, shipped performance-enhancing drugs to more than 8,000 people. https…",Mon Mar 26 12:49:04 +0000 2018,500,nytimes
